,subject,score,display,question,dimension,question_number,qdirection,item
1914,sub007,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
1920,sub007,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
1926,sub007,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
1932,sub007,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
1938,sub007,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
1944,sub007,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
1950,sub007,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
1956,sub007,1.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
1962,sub007,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
1968,sub007,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
1974,sub007,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
1980,sub007,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
1986,sub007,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
1992,sub007,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
1998,sub007,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
2004,sub007,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
2016,sub007,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
2022,sub007,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
2028,sub007,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
2034,sub007,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
2040,sub007,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
2046,sub007,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
2052,sub007,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
2058,sub007,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
2064,sub007,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
2070,sub007,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
2098,sub008,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
2104,sub008,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
2110,sub008,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
2116,sub008,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
2128,sub008,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
2134,sub008,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
2140,sub008,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
2146,sub008,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
2158,sub008,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
2164,sub008,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
2170,sub008,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
2176,sub008,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
2182,sub008,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
2188,sub008,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
2194,sub008,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
2200,sub008,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
2206,sub008,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
2212,sub008,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
2218,sub008,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
2230,sub008,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
2236,sub008,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
2242,sub008,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
2248,sub008,1.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
2254,sub008,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
2260,sub008,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
2266,sub008,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
2272,sub008,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
2278,sub008,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
2284,sub008,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
2296,sub008,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
2302,sub008,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
2308,sub008,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
2314,sub008,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
2320,sub008,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
2326,sub008,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
2332,sub008,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
2338,sub008,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
2344,sub008,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
2350,sub008,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
2356,sub008,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
2362,sub008,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
2368,sub008,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
2374,sub008,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
2380,sub008,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
2390,sub009,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
2396,sub009,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
2402,sub009,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
2408,sub009,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
2414,sub009,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
2420,sub009,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
2426,sub009,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
2432,sub009,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
2438,sub009,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
2444,sub009,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
2450,sub009,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
2456,sub009,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
2468,sub009,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
2474,sub009,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
2480,sub009,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
2486,sub009,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
2492,sub009,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
2498,sub009,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
2504,sub009,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
2510,sub009,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
2528,sub009,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
2534,sub009,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
2540,sub009,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
2546,sub009,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
2552,sub009,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
2558,sub009,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
2564,sub009,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
2570,sub009,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
2576,sub009,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
2582,sub009,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
2594,sub009,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
2600,sub009,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
